uv,ocr,search,sellingpoint,payment,material,placement
0.9771,0.2464,0.0185,Spend & Save,cpc,jpg,banner
8.5651,0.0612,0.0063,Flash Sale,cpd,jpg,sub-banner
647.7237,0.0206,0.0016,Flash Sale,cpm,swf,tips
8.1242,0.2041,0.012,Gift with Purchase,cpc,jpg,banner
3.717,0.1859,0.0069,Gift with Purchase,roi,jpg,uncertained
124.1453,0.0882,0.0052,Spend & Save,cpc,jpg,banner
4.4462,0.0055,0.0,Price Drop,cpc,gif,sub-banner
20.7973,0.0099,0.0042,Flash Sale,roi,jpg,uncertained
19.235,0.0084,0.004,Flash Sale,roi,jpg,uncertained
4.8071,0.0811,0.0,Price Drop,cpc,gif,sub-banner
68.9618,0.0122,0.0011,Discount,cpm,swf,uncertained
497.8574,0.0066,0.0028,Flash Sale,cpm,jpg,tips
266.8045,0.0193,0.0018,Discount,roi,swf,uncertained
2.7333,0.0085,0.0007,Discount,cpm,swf,tips
1019.2155,0.1832,0.006,Discount,cpm,swf,tips
3.5418,0.0194,0.0015,Gift with Purchase,cpc,jpg,banner
367.3257,0.026,0.0153,Gift with Purchase,roi,swf,uncertained
36.7374,0.0605,0.0041,Discount,cpd,jpg,tips
481.3758,0.01,0.0003,Discount,cpm,swf,tips
214.8778,0.1378,0.0105,Spend & Save,cpc,jpg,banner
52.0641,0.2602,0.0067,Discount,cpd,swf,uncertained
0.6946,0.0244,0.0098,Discount,cpm,swf,tips
31.6224,0.0335,0.0015,Spend & Save,cpc,jpg,banner
5.162,0.1555,0.0,Price Drop,cpc,gif,sub-banner
58.2876,0.2172,0.012,Spend & Save,cpc,jpg,banner
158.6528,0.0008,0.0019,Flash Sale,roi,jpg,uncertained
4.8289,0.0857,0.0,Price Drop,cpc,gif,sub-banner
403.4737,0.0141,0.0008,Discount,cpm,swf,tips
4.6835,0.0552,0.0,Price Drop,cpc,gif,sub-banner
150.2719,0.0612,0.003,Price Drop,cpm,jpg,sub-banner
361.562,0.0175,0.002,Discount,cpm,swf,tips
4.7392,0.0754,0.0176,Spend & Save,cpc,jpg,banner
694.8203,0.0168,0.0032,Discount,cpm,swf,tips
13.9942,0.1707,0.0017,Flash Sale,cpm,jpg,tips
219.0651,0.0057,0.0014,Discount,roi,jpg,uncertained
618.2894,0.0008,0.0011,Discount,roi,swf,uncertained
1.4129,0.0118,0.0186,Spend & Save,cpc,jpg,banner
26.4527,0.0976,0.0081,Gift with Purchase,cpm,jpg,tips
188.5359,0.0935,0.0049,Spend & Save,cpc,jpg,banner
673.1149,0.01,0.0021,Discount,roi,swf,uncertained
584.6663,0.0053,0.001,Discount,roi,jpg,uncertained
807.5342,0.0357,0.0042,Discount,cpm,swf,tips
66.726,0.1906,0.0144,Cash/Coupon-Back,cpc,jpg,sub-banner
491.6467,0.0153,0.0036,Price Drop,roi,swf,uncertained
0.75,0.3199,0.0,Discount,cpm,swf,tips
650.9417,0.0096,0.0004,Discount,roi,swf,uncertained
400.9002,0.275,0.0158,Spend & Save,cpc,jpg,banner
128.6795,0.0418,0.0089,Cash/Coupon-Back,cpc,jpg,sub-banner
356.8297,0.031,0.0024,Discount,cpm,swf,tips
62.0271,0.0438,0.0037,Discount,cpd,swf,uncertained
121.733,0.1745,0.0083,Discount,cpd,jpg,tips
534.0318,0.0072,0.0015,Gift with Purchase,roi,jpg,uncertained
695.0011,0.0138,0.0039,Gift with Purchase,cpm,swf,tips
693.7695,0.1013,0.0036,Price Drop,cpc,swf,tips
4.6076,0.0694,0.0028,Spend & Save,cpc,jpg,banner
5.2879,0.1818,0.0,Price Drop,cpc,gif,sub-banner
379.3551,0.0139,0.0022,Discount,cpm,swf,tips
5.2818,0.1806,0.0,Price Drop,cpc,gif,sub-banner
10.6599,0.0696,0.0055,Gift with Purchase,cpc,jpg,banner
196.9205,0.1939,0.0085,Cash/Coupon-Back,cpc,jpg,sub-banner
303.2866,0.1312,0.0116,Discount,cpm,jpg,tips
4.9145,0.1036,0.0,Price Drop,cpc,gif,sub-banner
61.4011,0.0076,0.0027,Flash Sale,roi,jpg,tips
262.0466,0.1004,0.0086,Cash/Coupon-Back,cpc,jpg,sub-banner
0.8917,0.2497,0.022,Spend & Save,cpc,jpg,banner
16.5877,0.0548,0.0153,Gift with Purchase,cpm,jpg,tips
493.6392,0.0004,0.0042,Discount,cpm,swf,tips
104.8058,0.005,0.0008,Flash Sale,roi,jpg,uncertained
29.4768,0.1338,0.0127,Gift with Purchase,cpc,jpg,banner
513.4916,0.0201,0.0004,Price Drop,cpm,swf,tips
55.9511,0.1962,0.0071,Spend & Save,cpc,jpg,banner
1012.55,0.02,0.0028,Spend & Save,roi,swf,uncertained
3.113,0.1181,0.0095,Gift with Purchase,cpc,jpg,banner
57.0715,0.0347,0.0037,Discount,cpd,swf,uncertained
6.239,0.2257,0.0052,Discount,cpd,swf,tips
168.3441,0.2076,0.0047,Spend & Save,cpc,jpg,banner
52.0291,0.2624,0.0067,Discount,cpd,swf,uncertained
2.7658,0.0123,0.001,Discount,cpm,swf,tips
13.6082,0.2432,0.0137,Spend & Save,cpc,jpg,banner
4.5306,0.0232,0.0,Price Drop,cpc,gif,sub-banner
3.5093,0.1027,0.0119,Gift with Purchase,cpc,jpg,banner
4.9395,0.1089,0.0,Price Drop,cpc,gif,sub-banner
1107.83,0.0003,0.0014,Discount,roi,swf,uncertained
647.1266,0.0022,0.0001,Flash Sale,roi,swf,uncertained
4.9027,0.1011,0.0,Price Drop,cpc,gif,sub-banner
396.9194,0.292,0.0105,Spend & Save,cpc,jpg,banner
381.743,0.0292,0.0034,Discount,cpm,swf,tips
88.43,0.01,0.0072,Price Drop,cpc,jpg,sub-banner
31.181,0.1801,0.0086,Spend & Save,cpc,jpg,banner
31.5488,0.0533,0.0022,Spend & Save,cpc,jpg,banner
746.5072,0.013,0.002,Discount,roi,swf,uncertained
5.377,0.2005,0.0,Price Drop,cpc,gif,sub-banner
4.4799,0.0125,0.0,Price Drop,cpc,gif,sub-banner
65.0277,0.034,0.0044,Discount,cpd,swf,uncertained
223.1475,0.0739,0.0021,Discount,cpd,swf,tips
14.3314,0.0187,0.0198,Gift with Purchase,roi,jpg,uncertained
5.033,0.1284,0.0,Price Drop,cpc,gif,sub-banner
55.7752,0.0349,0.0055,Discount,cpd,swf,tips
91.0347,0.009,0.0014,Flash Sale,roi,jpg,uncertained
367.3924,0.0279,0.0164,Gift with Purchase,roi,swf,uncertained
482.9892,0.0087,0.0009,Discount,cpm,swf,tips
861.7841,0.0534,0.0056,Flash Sale,roi,jpg,uncertained
87.4433,0.2432,0.01,Price Drop,cpc,jpg,banner
3.742,0.2269,0.0098,Gift with Purchase,roi,jpg,uncertained
272.704,0.0756,0.0045,Flash Sale,cpd,jpg,sub-banner
4.5633,0.03,0.0,Price Drop,cpc,gif,sub-banner
8.4053,0.0582,0.0035,Spend & Save,cpc,jpg,banner
4.6836,0.0952,0.0051,Spend & Save,cpc,jpg,banner
61.5802,0.05,0.0041,Discount,cpd,swf,uncertained
356.839,0.031,0.0024,Discount,cpm,swf,tips
398.1015,0.0074,0.0022,Discount,cpm,swf,tips
4.5771,0.0329,0.0,Price Drop,cpc,gif,sub-banner
4.8807,0.0965,0.0,Price Drop,cpc,gif,sub-banner
29.2289,0.1756,0.0117,Gift with Purchase,cpc,jpg,banner
5.0281,0.0602,0.014,Spend & Save,cpc,jpg,banner
1019.429,0.2252,0.0072,Discount,cpm,swf,tips
144.5785,0.016,0.0001,Discount,roi,swf,uncertained
5.4085,0.2071,0.0,Price Drop,cpc,gif,sub-banner
58.2799,0.049,0.0035,Discount,cpd,swf,uncertained
27.2348,0.0544,0.0057,Gift with Purchase,cpd,jpg,tips
9.83,0.19,0.0118,Gift with Purchase,cpc,jpg,banner
57.8221,0.0439,0.0036,Discount,cpd,swf,uncertained
35.5733,0.2677,0.007,Price Drop,cpc,jpg,banner
131.23,0.05,0.0088,Cash/Coupon-Back,cpc,jpg,sub-banner
56.4667,0.0398,0.005,Discount,cpd,swf,tips
5.0705,0.1363,0.0,Price Drop,cpc,gif,sub-banner
4.6943,0.0575,0.0,Price Drop,cpc,gif,sub-banner
14.4357,0.1056,0.0136,Gift with Purchase,roi,jpg,uncertained
513.5305,0.0222,0.0004,Price Drop,cpm,swf,tips
610.032,0.0068,0.0017,Discount,roi,swf,uncertained
801.2924,0.0304,0.004,Discount,roi,jpg,uncertained
57.739,0.0429,0.0036,Discount,cpd,swf,uncertained
5.2424,0.1723,0.0,Price Drop,cpc,gif,sub-banner
89.3306,0.1559,0.0063,Price Drop,cpd,jpg,sub-banner
511.6995,0.0012,0.0003,Spend & Save,cpm,swf,tips
51.4937,0.1437,0.009,Discount,cpd,swf,tips
1.4186,0.1283,0.0145,Spend & Save,cpc,jpg,banner
297.8006,0.0059,0.0009,Gift with Purchase,roi,swf,uncertained
807.5525,0.0358,0.0042,Discount,cpm,swf,tips
7.7393,0.2711,0.0123,Gift with Purchase,cpc,jpg,banner
806.5581,0.0344,0.0043,Discount,cpm,swf,tips
18.5442,0.0884,0.0062,Gift with Purchase,cpc,jpg,banner
5.3353,0.1918,0.0,Price Drop,cpc,gif,sub-banner
837.753,0.0001,0.0013,Discount,cpm,swf,tips
403.9989,0.0106,0.0013,Discount,roi,jpg,uncertained
92.7904,0.2535,0.0142,Cash/Coupon-Back,cpc,jpg,sub-banner
490.2968,0.0011,0.0042,Discount,cpm,swf,uncertained
14.6633,0.1456,0.0097,Gift with Purchase,cpm,jpg,tips
401.5504,0.2746,0.0152,Spend & Save,cpc,jpg,banner
38.5097,0.0489,0.0019,Discount,cpm,swf,uncertained
198.6991,0.01,0.0009,Discount,roi,swf,uncertained
38.8006,0.047,0.0016,Discount,cpm,swf,uncertained
26.3232,0.0899,0.008,Gift with Purchase,cpm,jpg,tips
5.7244,0.0081,0.0008,Flash Sale,cpc,jpg,banner
341.2436,0.0719,0.0066,Discount,cpc,swf,tips
52.7884,0.0395,0.0097,Flash Sale,cpm,swf,tips
590.3375,0.014,0.0016,Discount,roi,swf,uncertained
4.9384,0.1086,0.0,Price Drop,cpc,gif,sub-banner
268.8759,0.0038,0.0017,Gift with Purchase,roi,jpg,uncertained
809.005,0.0378,0.0042,Discount,cpm,swf,tips
607.3623,0.0047,0.0007,Discount,roi,swf,uncertained
50.7682,0.026,0.007,Discount,cpm,jpg,tips
493.9968,0.0003,0.004,Discount,cpm,jpg,tips
4.9267,0.1062,0.0,Price Drop,cpc,gif,sub-banner
483.9017,0.0807,0.0041,Flash Sale,cpd,jpg,sub-banner
8.5106,0.0052,0.0005,Flash Sale,cpc,jpg,banner
774.6392,0.0222,0.0025,Flash Sale,roi,jpg,uncertained
3.5065,0.1029,0.0119,Gift with Purchase,cpc,jpg,banner
2.5557,0.0076,0.0007,Discount,cpm,swf,tips
152.4512,0.01,0.0004,Price Drop,roi,swf,uncertained
401.734,0.0142,0.0013,Discount,cpm,swf,tips
846.0824,0.003,0.0005,Discount,cpm,swf,tips
385.1813,0.0423,0.0044,Discount,roi,swf,uncertained
283.03,0.01,0.0,Price Drop,roi,swf,uncertained
5.2398,0.1718,0.0,Price Drop,cpc,gif,sub-banner
3.6545,0.016,0.0013,Gift with Purchase,cpc,jpg,banner
5.2943,0.1832,0.0,Price Drop,cpc,gif,sub-banner
485.1928,0.0029,0.0039,Discount,cpm,swf,uncertained
383.9372,0.0143,0.0026,Discount,cpm,swf,tips
378.1833,0.0189,0.0036,Flash Sale,roi,jpg,uncertained
215.3409,0.1319,0.0105,Spend & Save,cpc,jpg,banner
3.7155,0.1957,0.0077,Gift with Purchase,roi,jpg,uncertained
919.1647,0.0398,0.0031,Spend & Save,cpc,jpg,banner
13.2669,0.1862,0.0032,Flash Sale,cpd,jpg,tips
728.9483,0.01,0.0017,Gift with Purchase,cpm,swf,tips
15.2603,0.2456,0.0025,Gift with Purchase,cpm,jpg,tips
778.0222,0.136,0.0055,Discount,cpm,swf,tips
5.4434,0.2144,0.0,Price Drop,cpc,gif,sub-banner
397.1041,0.24,0.0097,Spend & Save,cpc,jpg,banner
62.1753,0.0423,0.0036,Discount,cpd,swf,uncertained
499.6361,0.0116,0.0024,Spend & Save,cpm,swf,tips
1022.8845,0.243,0.0076,Discount,cpm,swf,tips
64.2529,0.0324,0.0044,Discount,cpd,swf,uncertained
3.3502,0.0423,0.0006,Flash Sale,cpd,jpg,sub-banner
397.0639,0.2617,0.01,Spend & Save,cpc,jpg,banner
367.32,0.01,0.0027,Discount,cpc,jpg,sub-banner
2.1385,0.0229,0.0048,Gift with Purchase,cpc,jpg,sub-banner
689.1246,0.02,0.0041,Discount,cpm,swf,tips
18.6031,0.0902,0.0062,Gift with Purchase,cpc,jpg,banner
14.452,0.1391,0.0111,Gift with Purchase,roi,jpg,uncertained
4.7957,0.0787,0.0,Price Drop,cpc,gif,sub-banner
55.1018,0.0606,0.007,Discount,cpd,swf,tips
730.3474,0.01,0.002,Spend & Save,cpm,swf,tips
4.663,0.0509,0.0,Price Drop,cpc,gif,sub-banner
24.257,0.0809,0.0029,Discount,cpd,jpg,tips
258.7621,0.0057,0.0014,Gift with Purchase,roi,jpg,uncertained
49.4837,0.022,0.0024,Gift with Purchase,cpm,jpg,tips
9.3433,0.1458,0.0076,Gift with Purchase,cpc,jpg,banner
476.0018,0.0062,0.0035,Discount,cpm,swf,uncertained
9.1385,0.0953,0.0042,Spend & Save,cpc,jpg,banner
4.7982,0.0793,0.0,Price Drop,cpc,gif,sub-banner
38.5119,0.0489,0.0019,Discount,cpm,swf,uncertained
4.5925,0.05,0.0038,Spend & Save,cpc,jpg,banner
408.1122,0.0024,0.0016,Flash Sale,roi,jpg,uncertained
450.0021,0.0018,0.0027,Discount,roi,swf,uncertained
60.4761,0.0071,0.0025,Flash Sale,roi,jpg,tips
55.8721,0.0209,0.0041,Discount,cpd,swf,tips
702.99,0.0044,0.0007,Discount,cpm,swf,tips
752.4705,0.0104,0.0015,Discount,cpm,swf,tips
734.8532,0.01,0.0015,Price Drop,cpm,swf,tips
31.5443,0.0544,0.0022,Spend & Save,cpc,jpg,banner
59.8631,0.0118,0.0151,Cash/Coupon-Back,cpc,jpg,sub-banner
16.3292,0.0118,0.0188,Gift with Purchase,roi,jpg,uncertained
5.3425,0.1933,0.0,Price Drop,cpc,gif,sub-banner
27.4754,0.0863,0.0082,Gift with Purchase,cpd,jpg,sub-banner
8.2027,0.0575,0.0038,Spend & Save,cpc,jpg,banner
62.9253,0.15,0.0115,Spend & Save,cpc,jpg,banner
5.1367,0.1502,0.0,Price Drop,cpc,gif,sub-banner
9.2099,0.1509,0.0076,Gift with Purchase,cpc,jpg,banner
488.9501,0.0016,0.0041,Discount,cpm,swf,uncertained
282.5571,0.0105,0.0004,Discount,cpm,jpg,tips
512.0914,0.0945,0.0014,Discount,cpm,jpg,sub-banner
56.8978,0.0362,0.0041,Discount,cpd,swf,tips
3.7349,0.2272,0.0099,Gift with Purchase,roi,jpg,uncertained
22.3102,0.0512,0.0024,Discount,cpd,swf,uncertained
4.7381,0.0666,0.0,Price Drop,cpc,gif,sub-banner
17.7506,0.0727,0.0103,Flash Sale,cpm,jpg,tips
4.5894,0.0355,0.0,Price Drop,cpc,gif,sub-banner
417.31,0.01,0.002,Discount,roi,swf,uncertained
967.4252,0.01,0.0011,Price Drop,roi,swf,uncertained
399.5373,0.0248,0.0015,Discount,cpm,swf,tips
1057.9991,0.013,0.0013,Discount,cpm,swf,tips
5.0881,0.14,0.0,Price Drop,cpc,gif,sub-banner
2.585,0.2792,0.0147,Gift with Purchase,roi,jpg,uncertained
395.3109,0.0059,0.0008,Spend & Save,roi,swf,uncertained
5.1958,0.1626,0.0,Price Drop,cpc,gif,sub-banner
397.1734,0.2649,0.0116,Spend & Save,cpc,jpg,banner
4.6345,0.0449,0.0,Price Drop,cpc,gif,sub-banner
8.0528,0.1765,0.0118,Gift with Purchase,cpc,jpg,banner
4.6292,0.0438,0.0,Price Drop,cpc,gif,sub-banner
3.9028,0.0422,0.0084,Gift with Purchase,cpc,jpg,banner
199.1015,0.0037,0.0004,Discount,roi,swf,uncertained
298.8871,0.0992,0.0088,Discount,cpm,jpg,tips
225.4989,0.0687,0.0033,Discount,cpd,swf,uncertained
15.3088,0.2544,0.0031,Gift with Purchase,cpm,jpg,tips
543.67,0.02,0.0046,Price Drop,cpc,jpg,sub-banner
26.3481,0.0914,0.008,Gift with Purchase,cpm,jpg,tips
342.6028,0.0182,0.0024,Discount,roi,swf,uncertained
395.3142,0.013,0.0024,Discount,cpm,swf,tips
148.0843,0.0503,0.0024,Price Drop,cpm,jpg,sub-banner
446.52,0.01,0.0026,Discount,roi,swf,uncertained
51.5247,0.1285,0.0092,Discount,cpd,swf,tips
5.2724,0.1786,0.0,Price Drop,cpc,gif,sub-banner
12.9327,0.2684,0.0028,Spend & Save,cpc,jpg,banner
402.6538,0.2551,0.0111,Spend & Save,cpc,jpg,banner
62.9124,0.15,0.0115,Spend & Save,cpc,jpg,banner
483.1218,0.0086,0.0009,Discount,cpm,swf,tips
68.708,0.0451,0.0043,Discount,cpd,swf,uncertained
734.7244,0.01,0.0017,Price Drop,cpm,swf,tips
497.9195,0.0084,0.0029,Gift with Purchase,cpm,swf,tips
377.1213,0.0213,0.0024,Discount,cpd,jpg,sub-banner
611.5737,0.0165,0.0016,Spend & Save,cpm,swf,tips
1.9747,0.1184,0.0,Spend & Save,cpc,jpg,banner
840.7679,0.0009,0.0002,Discount,cpm,swf,tips
50.6824,0.0253,0.0064,Discount,cpm,jpg,tips
2.7337,0.0086,0.0007,Discount,cpm,swf,tips
1025.4278,0.257,0.008,Discount,cpm,swf,tips
2.7963,0.0013,0.0001,Discount,cpm,swf,tips
5.1295,0.1486,0.0,Price Drop,cpc,gif,sub-banner
25.4206,0.163,0.0063,Spend & Save,cpc,jpg,banner
182.8046,0.0339,0.003,Spend & Save,cpc,jpg,banner
190.6437,0.0006,0.0017,Gift with Purchase,roi,jpg,uncertained
692.8824,0.0162,0.004,Flash Sale,cpm,swf,tips
589.8669,0.0009,0.0002,Discount,roi,swf,uncertained
4.728,0.0645,0.0,Price Drop,cpc,gif,sub-banner
5.1783,0.1589,0.0,Price Drop,cpc,gif,sub-banner
223.2358,0.075,0.0021,Discount,cpd,swf,tips
1.7348,0.2759,0.011,Spend & Save,cpc,jpg,banner
2.6423,0.0543,0.0046,Discount,cpm,swf,tips
29.5735,0.1411,0.0129,Gift with Purchase,cpc,jpg,banner
5.2611,0.1762,0.0,Price Drop,cpc,gif,sub-banner
12.9383,0.2226,0.0054,Discount,cpd,swf,uncertained
13.3715,0.2564,0.0096,Spend & Save,cpc,jpg,banner
4.6225,0.0424,0.0,Price Drop,cpc,gif,sub-banner
397.2322,0.2865,0.0165,Spend & Save,cpc,jpg,banner
1012.9995,0.1911,0.0062,Discount,cpm,swf,tips
17.7633,0.1479,0.0046,Spend & Save,cpc,jpg,banner
4.7564,0.0705,0.0,Price Drop,cpc,gif,sub-banner
168.2715,0.01,0.0024,Flash Sale,roi,jpg,uncertained
5.1921,0.1618,0.0,Price Drop,cpc,gif,sub-banner
1.8186,0.2619,0.0162,Spend & Save,cpc,jpg,banner
4.7842,0.0763,0.0,Price Drop,cpc,gif,sub-banner
106.3444,0.0632,0.0038,Discount,cpd,jpg,tips
722.0495,0.0101,0.0037,Spend & Save,cpd,jpg,sub-banner
55.8726,0.0208,0.0041,Discount,cpd,swf,tips
0.7518,0.0018,0.0011,Discount,cpm,swf,tips
14.5446,0.0577,0.008,Flash Sale,roi,jpg,uncertained
5.2766,0.1795,0.0,Price Drop,cpc,gif,sub-banner
973.0497,0.0943,0.0061,Spend & Save,cpc,jpg,banner
4.9122,0.1031,0.0,Price Drop,cpc,gif,sub-banner
169.9944,0.1152,0.0038,Spend & Save,cpc,jpg,banner
2.9119,0.1574,0.0124,Gift with Purchase,cpc,jpg,banner
5.0542,0.1329,0.0,Price Drop,cpc,gif,sub-banner
37.0651,0.0595,0.0041,Discount,cpd,swf,tips
156.5766,0.245,0.0119,Spend & Save,cpc,jpg,banner
845.9817,0.005,0.0007,Discount,cpm,swf,tips
125.4728,0.1823,0.013,Spend & Save,cpc,jpg,banner
4.4632,0.055,0.0002,Spend & Save,cpc,jpg,banner
152.7076,0.3144,0.0135,Cash/Coupon-Back,cpc,jpg,sub-banner
5.0877,0.1399,0.0,Price Drop,cpc,gif,sub-banner
4.7385,0.0667,0.0,Price Drop,cpc,gif,sub-banner
764.4437,0.0123,0.0007,Discount,cpm,swf,tips
2.5973,0.0656,0.0055,Discount,cpm,swf,tips
5.4161,0.2087,0.0,Price Drop,cpc,gif,sub-banner
57.1006,0.0494,0.005,Discount,cpd,swf,tips
5.4287,0.2113,0.0,Price Drop,cpc,gif,sub-banner
1132.7036,0.01,0.0015,Discount,roi,swf,uncertained
4.9162,0.104,0.0,Price Drop,cpc,gif,sub-banner
4.6077,0.0393,0.0,Price Drop,cpc,gif,sub-banner
837.2006,0.0047,0.0014,Discount,cpm,swf,tips
213.7222,0.1528,0.0104,Spend & Save,cpc,jpg,banner
0.7459,0.0043,0.0071,Spend & Save,cpc,jpg,banner
711.6331,0.01,0.0012,Discount,cpm,swf,tips
1.8849,0.0889,0.0185,Gift with Purchase,cpc,jpg,tips
1136.97,0.01,0.0016,Discount,roi,swf,uncertained
61.8757,0.0459,0.0038,Discount,cpd,swf,uncertained
14.0677,0.028,0.0194,Gift with Purchase,roi,jpg,uncertained
158.0494,0.2248,0.0125,Spend & Save,cpc,jpg,banner
4.8721,0.0947,0.0,Price Drop,cpc,gif,sub-banner
406.4639,0.2517,0.0115,Spend & Save,cpc,jpg,banner
64.0934,0.0322,0.0042,Discount,cpd,swf,uncertained
734.8843,0.01,0.0015,Price Drop,cpm,swf,tips
135.5011,0.1854,0.0138,Cash/Coupon-Back,cpc,jpg,sub-banner
651.4464,0.0098,0.0004,Discount,roi,swf,uncertained
9.2802,0.1529,0.0079,Gift with Purchase,cpc,jpg,banner
1012.6101,0.1729,0.0056,Discount,cpm,swf,tips
24.7893,0.1556,0.0049,Spend & Save,cpc,jpg,banner
26.483,0.0973,0.0081,Gift with Purchase,cpm,jpg,tips
838.8912,0.0001,0.0003,Discount,cpm,swf,tips
4.4885,0.0144,0.0,Price Drop,cpc,gif,sub-banner
510.7112,0.0021,0.0005,Spend & Save,cpm,swf,tips
2.7668,0.0065,0.0005,Discount,cpm,swf,tips
398.0383,0.009,0.0022,Discount,cpm,swf,tips
120.2539,0.329,0.0099,Spend & Save,cpc,jpg,banner
156.4475,0.2475,0.0119,Spend & Save,cpc,jpg,banner
338.3665,0.0255,0.0014,Discount,roi,swf,uncertained
696.7917,0.0128,0.004,Gift with Purchase,cpm,swf,tips
2.7338,0.0086,0.0007,Discount,cpm,swf,tips
51.6861,0.1233,0.009,Discount,cpd,swf,tips
513.1723,0.0033,0.0001,Price Drop,cpm,swf,tips
846.1307,0.0021,0.0004,Discount,cpm,swf,tips
63.3113,0.15,0.0119,Spend & Save,cpc,jpg,banner
0.7752,0.189,0.0128,Spend & Save,cpc,jpg,banner
2.7666,0.0077,0.0006,Discount,cpm,swf,tips
3.6924,0.0207,0.0016,Gift with Purchase,cpc,jpg,banner
342.3704,0.0908,0.009,Discount,cpc,swf,tips
155.4686,0.0149,0.0007,Flash Sale,roi,jpg,uncertained
693.5637,0.0865,0.0035,Price Drop,cpc,swf,tips
4.9956,0.1206,0.0,Price Drop,cpc,gif,sub-banner
601.7458,0.0014,0.0027,Discount,roi,swf,uncertained
12.6531,0.0012,0.0025,Flash Sale,cpd,jpg,sub-banner
4.7893,0.0774,0.0,Price Drop,cpc,gif,sub-banner
18.4813,0.0842,0.0068,Gift with Purchase,cpc,jpg,banner
4.553,0.0279,0.0,Price Drop,cpc,gif,sub-banner
0.7497,0.3184,0.0001,Discount,cpm,swf,tips
153.2594,0.3112,0.0135,Cash/Coupon-Back,cpc,jpg,sub-banner
1039.9351,0.1721,0.0056,Discount,cpm,swf,tips
18.1792,0.1452,0.0046,Flash Sale,cpm,jpg,tips
2.7337,0.0086,0.0007,Discount,cpm,swf,tips
73.9229,0.0654,0.0043,Discount,cpd,swf,uncertained
163.809,0.2277,0.006,Cash/Coupon-Back,cpc,jpg,sub-banner
6.0318,0.0599,0.0059,Flash Sale,cpc,jpg,banner
5.1138,0.0507,0.0168,Spend & Save,cpc,jpg,banner
8.941,0.1831,0.0184,Flash Sale,roi,jpg,uncertained
2.305,0.0259,0.002,Gift with Purchase,cpc,jpg,banner
61.0245,0.0523,0.0039,Discount,cpd,swf,uncertained
1.9571,0.1399,0.0033,Spend & Save,cpc,jpg,banner
51.4645,0.1281,0.0093,Discount,cpd,swf,tips
152.892,0.01,0.0007,Price Drop,roi,swf,uncertained
4.4225,0.0005,0.0,Price Drop,cpc,gif,sub-banner
375.868,0.01,0.0021,Discount,cpd,jpg,sub-banner
64.2498,0.0324,0.0044,Discount,cpd,swf,uncertained
608.107,0.0193,0.002,Spend & Save,cpm,swf,tips
117.45,0.28,0.0037,Discount,cpd,swf,uncertained
12.4215,0.0039,0.0052,Flash Sale,cpd,jpg,sub-banner
143.2671,0.0103,0.0007,Discount,roi,jpg,uncertained
1.9659,0.1264,0.0011,Spend & Save,cpc,jpg,banner
274.9849,0.0084,0.0008,Price Drop,roi,swf,uncertained
3.242,0.0401,0.0006,Flash Sale,cpd,jpg,sub-banner
4.6003,0.0378,0.0,Price Drop,cpc,gif,sub-banner
4.6243,0.0428,0.0,Price Drop,cpc,gif,sub-banner
17.9091,0.2043,0.0055,Spend & Save,cpc,jpg,banner
49.8144,0.0233,0.0024,Gift with Purchase,cpm,jpg,tips
5.1433,0.1516,0.0,Price Drop,cpc,gif,sub-banner
40.1997,0.054,0.0047,Flash Sale,cpd,jpg,sub-banner
361.6185,0.0196,0.0018,Discount,cpm,swf,tips
1011.5622,0.036,0.0032,Price Drop,roi,jpg,uncertained
5.0398,0.1299,0.0,Price Drop,cpc,gif,sub-banner
17.1337,0.0375,0.0144,Gift with Purchase,cpd,jpg,sub-banner
158.826,0.2179,0.0133,Spend & Save,cpc,jpg,banner
1.9692,0.0824,0.0134,Flash Sale,cpc,jpg,uncertained
62.6461,0.0405,0.0039,Discount,cpd,swf,uncertained
166.7403,0.1477,0.0066,Spend & Save,cpc,jpg,banner
397.167,0.2623,0.011,Spend & Save,cpc,jpg,banner
4.5559,0.0285,0.0,Price Drop,cpc,gif,sub-banner
5.366,0.1982,0.0,Price Drop,cpc,gif,sub-banner
715.9281,0.01,0.0014,Discount,cpm,swf,tips
495.1183,0.0221,0.0039,Flash Sale,roi,jpg,uncertained
367.4507,0.0296,0.0174,Gift with Purchase,roi,swf,uncertained
18.5036,0.0942,0.0058,Gift with Purchase,cpc,jpg,banner
142.7531,0.0064,0.0009,Discount,roi,jpg,uncertained
99.94,0.13,0.0067,Cash/Coupon-Back,cpc,jpg,sub-banner
5.3714,0.1993,0.0,Price Drop,cpc,gif,sub-banner
417.1815,0.01,0.0018,Discount,roi,swf,uncertained
513.873,0.0404,0.0007,Gift with Purchase,cpm,swf,tips
5.2278,0.1692,0.0,Price Drop,cpc,gif,sub-banner
210.0606,0.2005,0.0102,Spend & Save,cpc,jpg,banner
2.899,0.1598,0.0126,Gift with Purchase,cpc,jpg,banner
4.6927,0.0571,0.0,Price Drop,cpc,gif,sub-banner
493.2424,0.0081,0.0035,Gift with Purchase,cpm,swf,uncertained
19.3485,0.2002,0.0102,Spend & Save,cpc,jpg,banner
323.9802,0.1426,0.0135,Discount,roi,swf,uncertained
26.731,0.0064,0.0043,Gift with Purchase,cpm,jpg,tips
978.37,0.01,0.0017,Discount,roi,swf,uncertained
399.0369,0.2942,0.0115,Spend & Save,cpc,jpg,banner
